-1.363583	0.19511726
-0.6859151	0.12209394
-0.19014144	2.0957527
1.4933118	0.13465975
1.7101418	0.77652955
-1.3968561	-0.3736096
1.1158309	-0.0051324666
-0.19511749	-0.56319153
-0.41156626	0.6256399
0.6574032	0.041307643
0.45654804	0.45353764
-0.7197006	1.0621198
0.45001042	0.026340399
0.51535195	-1.0378958
2.7465465	0.96988624
-0.9071413	-0.61995256
0.18975928	-1.5651456
1.1837883	0.13050205
-1.1588712	-0.90989643
-1.2969862	-0.48988628
0.19551148	0.8710054
0.64916563	-0.5125639
-1.0005649	0.46342075
-0.31470883	-0.92056334
-1.7560236	-0.17136145
-0.008974932	1.542693
2.0310752	-0.4505704
1.823525	0.19272244
-0.013346344	1.0200872
0.49323386	0.3601619
0.14690879	-0.7227739
0.8777588	1.1245689
-0.039481528	0.09728184
-1.2198069	-0.6556668
-1.0301131	0.3307951
0.26331475	-1.3887032
0.6117692	-1.6139413
-0.76012504	0.12447724
0.34427923	-0.016878724
-0.31142142	0.8788532
-0.4822362	-1.451405
-0.24625567	-1.2797577
1.5350502	1.7305229
-0.3656243	1.2714409
-2.2921894	-1.3836308
-1.0698389	-0.44505548
0.57389283	-0.35374075
1.1444149	-1.6878884
1.1083066	-0.9356465
-0.61906123	-0.06192729
1.4181631	-0.11037297
-0.6472136	2.2205904
0.12340064	-0.7624923
-1.9017239	-0.82762086
0.14979008	0.30239022
1.3537772	-1.7779988
-0.36974704	0.88538784
0.6298933	-1.0398719
0.2733598	-0.0144357085
-0.14181639	-1.2923785
-0.149526	0.6666411
0.48541987	0.58845997
0.33535713	-0.42869216
0.96649295	-1.7173868
1.0365558	-0.8375058
-1.0284896	0.68968636
0.25435352	0.83009946
-0.61523104	-0.17910224
-0.28701413	0.9353334
-1.1850455	-0.7061863
-3.0200617	-0.40159872
1.1756247	-0.07680875
0.17373405	0.3097424
-1.2699351	-1.2883369
-0.70155865	-0.60993105
-0.6672032	2.1946473
-1.6148115	-0.5808263
1.1023278	0.18447259
-1.4500797	1.244342
0.4247449	1.2658068
-0.45192128	-0.930687
-0.7148827	-0.034861416
0.9204571	-0.11445001
-1.2621564	0.4023289
-0.1647767	-0.26293832
-0.62202805	-1.0181773
-0.63568485	-1.5737426
1.4559087	0.7650483
-0.009762377	0.50390446
0.99839556	-0.020271242
0.65678895	0.3833049
0.4164849	-1.4139013
0.683285	-1.8019359
1.9091376	2.2553089
3.549044	0.2762792
1.2940506	-0.35876578
0.07693019	-0.47846133
-1.7520767	1.5956326
-0.78214496	0.686108
0.7063334	1.3753428
-0.8748143	-0.30544695
0.5104841	0.18169859
-0.09952718	-1.8379073
-0.048917208	-2.3083818
2.1935525	-1.4839786
-2.1440842	-1.9134973
0.062151194	0.15251298
1.0053928	-1.2933367
-1.0782359	1.517497
0.46416995	-0.051035814
0.57586837	-0.2365757
-0.2621596	0.97895205
-0.9657943	0.6342424
0.3307942	-0.36439323
1.5385501	0.6814918
-0.18796031	0.9125966
-0.3530001	0.5062246
0.8962582	-0.1256638
0.031279773	-0.5381259
0.9889762	-0.19268286
0.26696417	0.5167166
1.082131	-0.73048735
-1.1320508	0.6207491
0.10244486	0.30742687
0.7440917	-0.14990328
1.2431805	-0.7622372
0.08772637	-0.527177
-0.7137773	0.65777427
0.39945722	0.45250517
-0.50550145	1.1871462
-0.0046204925	-0.5335487
-0.88888794	0.11743477
1.119971	1.2520567
1.3527007	0.75412637
-0.55069673	0.83222026
0.24919657	-1.0940455
-0.5216891	-1.6670427
-0.32878608	0.17875409
1.2066945	0.6409293
-1.3870298	-0.0052577555
-0.22600481	-0.7791422
0.24132447	-1.4667803
0.15078506	-0.55919236
1.0291352	-1.4087435
-1.0658008	-0.88580424
0.3521528	1.7028487
1.3742745	0.8826071
1.0657201	0.94690216
1.2359289	1.0095674
-1.5682043	-0.5143604
0.44952166	-0.94629645
-0.5853984	-1.2217692
-0.072652414	0.8456373
-0.63528425	-0.0073657036
1.1073084	0.06242521
0.7265239	-1.1223278
-0.47388685	-0.8480818
0.03256625	0.5806365
0.026507601	-0.39599776
0.8260637	-0.8266137
0.27370098	0.80294716
0.33358613	0.7052586
1.7943258	0.029662251
0.71338046	-0.05181323
1.0324455	-0.4059959
-0.05244407	-0.23581462
-1.6989735	-0.20768559
-1.0157036	0.8683309
0.45265654	1.0916758
-0.27855277	-1.3331958
-1.1329536	-0.61583745
-0.14119747	-0.3092355
0.091243476	-0.61162364
-1.108372	-0.51485986
0.31976032	0.88721836
-1.6428537	-1.9069545
-0.4946655	-1.4708105
-1.1182432	0.27747196
-0.95147574	-0.6741929
-0.08215165	0.84430563
-1.5764123	0.61679506
0.9052201	0.0019024536
0.58577883	1.0597948
0.97663766	-1.3729411
0.77507454	-0.82724744
0.62791	-0.15938799
0.82901394	0.24552643
-1.0953482	-0.33089417
-0.28729147	-0.3682592
-0.026450481	2.910477
0.2546771	-0.4735853
-1.4891146	0.28064474
-0.88292944	0.19917017
-0.55015385	0.40010712
-2.1252396	0.11040707
1.0172744	-0.40941197
1.4317522	0.5051192
-0.6298274	-0.80117977
0.8551562	-1.0516791
0.45776105	-1.2106524
-0.0148558915	-1.6521208
1.623404	0.98300457
-1.2848259	0.6898315
1.0616392	0.18151742
1.4925493	-0.48431325
0.18975352	-1.1079079
-0.5343812	-0.4610485
-1.5437162	-0.07677825
0.09998818	-1.3086305
-0.26170033	-0.26617017
-1.8130598	1.3014548
